"OTU.ID","Query.length","Hit_id","Hit_def","Hit_len","Hsp_evalue","Hsp_identity","Hsp.length","identity_percent","Query.cover"
"OTU1",446,"gi|411107538|gb|JX576540.1|","Panicum miliaceum isolate Neimenggu7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107540|gb|JX576542.1| Panicum miliaceum isolate Neimenggu9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107566|gb|JX576568.1| Panicum miliaceum isolate Xinjiang2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",621,1.55207e-179,354,354,100,79.372197309417
"OTU1",446,"gi|411107504|gb|JX576506.1|","Panicum miliaceum isolate Shanxi4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107509|gb|JX576511.1| Panicum miliaceum isolate Shanxi9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107514|gb|JX576516.1| Panicum miliaceum isolate Shanxi14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107518|gb|JX576520.1| Panicum miliaceum isolate Ningxia2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107546|gb|JX576548.1| Panicum miliaceum isolate Hebei1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107548|gb|JX576550.1| Panicum miliaceum isolate Hebei3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107555|gb|JX576557.1| Panicum miliaceum isolate Hebei10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107557|gb|JX576559.1| Panicum miliaceum isolate Hebei12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107558|gb|JX576560.1| Panicum miliaceum isolate Hebei13 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107559|gb|JX576561.1| Panicum miliaceum isolate Hebei14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107560|gb|JX576562.1| Panicum miliaceum isolate Hebei15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107567|gb|JX576569.1| Panicum miliaceum isolate Xinjiang3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107571|gb|JX576573.1| Panicum miliaceum isolate Gansu3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107577|gb|JX576579.1| Panicum miliaceum isolate Heilongjiang1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107579|gb|JX576581.1| Panicum miliaceum isolate Heilongjiang3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107580|gb|JX576582.1| Panicum miliaceum isolate Heilongjiang4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107581|gb|JX576583.1| Panicum miliaceum isolate Heilongjiang5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107590|gb|JX576592.1| Panicum miliaceum isolate Heilongjiang14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107591|gb|JX576593.1| Panicum miliaceum isolate Heilongjiang15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107601|gb|JX576603.1| Panicum miliaceum isolate Heilongjiang25 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107602|gb|JX576604.1| Panicum miliaceum isolate Heilongjiang26 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107603|gb|JX576605.1| Panicum miliaceum isolate Heilongjiang27 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107605|gb|JX576607.1| Panicum miliaceum isolate Heilongjiang29 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107606|gb|JX576608.1| Panicum miliaceum isolate Heilongjiang30 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107608|gb|JX576610.1| Panicum miliaceum isolate Shandong1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107610|gb|JX576612.1| Panicum miliaceum isolate Shandong3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107614|gb|JX576616.1| Panicum miliaceum isolate Shandong7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107620|gb|JX576622.1| Panicum miliaceum isolate Qinghai3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107625|gb|JX576627.1| Panicum miliaceum isolate Qinghai8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107626|gb|JX576628.1| Panicum miliaceum isolate Qinghai9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107628|gb|JX576630.1| Panicum miliaceum isolate Qinghai11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107629|gb|JX576631.1| Panicum miliaceum isolate Jilin1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107631|gb|JX576633.1| Panicum miliaceum isolate Jilin3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107632|gb|JX576634.1| Panicum miliaceum isolate Jilin4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107636|gb|JX576638.1| Panicum miliaceum isolate Jilin8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107642|gb|JX576644.1| Panicum miliaceum isolate Shaanxi3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107643|gb|JX576645.1| Panicum miliaceum isolate Shaanxi4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107651|gb|JX576653.1| Panicum miliaceum isolate India2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107660|gb|JX576662.1| Panicum miliaceum isolate India11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107661|gb|JX576663.1| Panicum miliaceum isolate India12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107662|gb|JX576664.1| Panicum miliaceum isolate India13 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107666|gb|JX576668.1| Panicum miliaceum isolate India17 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107675|gb|JX576677.1| Panicum miliaceum isolate India26 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400291|gb|KC539811.1| Panicum miliaceum isolate Russia12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",621,1.55207e-179,354,354,100,79.372197309417
"OTU1",446,"gi|484400288|gb|KC539808.1|","Panicum miliaceum isolate Russia8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",621,1.89081e-178,353,354,99.7175141242938,79.372197309417
"OTU1",446,"gi|411107568|gb|JX576570.1|","Panicum miliaceum isolate Xizang1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107650|gb|JX576652.1| Panicum miliaceum isolate India1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107652|gb|JX576654.1| Panicum miliaceum isolate India3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107653|gb|JX576655.1| Panicum miliaceum isolate India4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107654|gb|JX576656.1| Panicum miliaceum isolate India5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107655|gb|JX576657.1| Panicum miliaceum isolate India6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107656|gb|JX576658.1| Panicum miliaceum isolate India7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107658|gb|JX576660.1| Panicum miliaceum isolate India9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107659|gb|JX576661.1| Panicum miliaceum isolate India10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107663|gb|JX576665.1| Panicum miliaceum isolate India14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107664|gb|JX576666.1| Panicum miliaceum isolate India15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107667|gb|JX576669.1| Panicum miliaceum isolate India18 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107668|gb|JX576670.1| Panicum miliaceum isolate India19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107669|gb|JX576671.1| Panicum miliaceum isolate India20 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107670|gb|JX576672.1| Panicum miliaceum isolate India21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107671|gb|JX576673.1| Panicum miliaceum isolate India22 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107672|gb|JX576674.1| Panicum miliaceum isolate India23 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107673|gb|JX576675.1| Panicum miliaceum isolate India24 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107674|gb|JX576676.1| Panicum miliaceum isolate India25 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400284|gb|KC539804.1| Panicum miliaceum isolate Russia4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400289|gb|KC539809.1| Panicum miliaceum isolate Russia10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400292|gb|KC539812.1| Panicum miliaceum isolate Russia13 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400301|gb|KC539821.1| Panicum miliaceum isolate Ukraine2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|513132972|gb|KC539813.2| Panicum miliaceum isolate Russia14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",621,1.89081e-178,353,354,99.7175141242938,79.372197309417
"OTU1",446,"gi|411107525|gb|JX576527.1|","Panicum miliaceum isolate Ningxia9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107526|gb|JX576528.1| Panicum miliaceum isolate Ningxia10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107528|gb|JX576530.1| Panicum miliaceum isolate Ningxia12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107572|gb|JX576574.1| Panicum miliaceum isolate Gansu4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107578|gb|JX576580.1| Panicum miliaceum isolate Heilongjiang2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107638|gb|JX576640.1| Panicum miliaceum isolate Liaoning1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107640|gb|JX576642.1| Panicum miliaceum isolate Shaanxi1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107641|gb|JX576643.1| Panicum miliaceum isolate Shaanxi2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400285|gb|KC539805.1| Panicum miliaceum isolate Russia5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400286|gb|KC539806.1| Panicum miliaceum isolate Russia6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400287|gb|KC539807.1| Panicum miliaceum isolate Russia7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400290|gb|KC539810.1| Panicum miliaceum isolate Russia11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|484400300|gb|KC539820.1| Panicum miliaceum isolate Ukraine1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",621,1.89081e-178,353,354,99.7175141242938,79.372197309417
"OTU1",446,"gi|411107539|gb|JX576541.1|","Panicum miliaceum isolate Neimenggu8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",621,6.59958e-178,352,354,99.4350282485876,79.372197309417
"OTU1",446,"gi|411107565|gb|JX576567.1|","Panicum miliaceum isolate Xinjiang1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107645|gb|JX576647.1| Panicum miliaceum isolate Russia1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107646|gb|JX576648.1| Panicum miliaceum isolate Russia2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107648|gb|JX576650.1| Panicum miliaceum isolate Poland2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence >gi|411107649|gb|JX576651.1| Panicum miliaceum isolate Poland3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",621,8.03994e-177,351,354,99.1525423728814,79.372197309417
"OTU101",403,"gi|390535555|gb|JQ265842.1|","Acacia x giraffae isolate b voucher RL1300JRAU internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, region",336,1.69801e-102,264,294,89.7959183673469,72.9528535980149
"OTU101",403,"gi|390535553|gb|JQ265840.1|","Vachellia erioloba isolate b voucher RL1298JRAU internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, region",331,8.79591e-100,259,289,89.6193771626298,71.712158808933
"OTU101",403,"gi|390535605|gb|JQ265892.1|","Acacia torrei isolate b voucher OM2573JRAU internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, region",382,1.07156e-98,283,329,86.0182370820669,81.6377171215881
"OTU101",403,"gi|390535605|gb|JQ265892.1|","Acacia torrei isolate b voucher OM2573JRAU internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, region",382,0.557539,25,25,100,6.20347394540943
"OTU101",403,"gi|390535610|gb|JQ265897.1|","Acacia robbertsei isolate b voucher RL1289JRAU internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, region",414,2.8754e-93,313,392,79.8469387755102,97.2704714640198
"OTU101",403,"gi|390535608|gb|JQ265895.1|","Acacia rehmanniana voucher Rl288JRAU internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, region",420,1.00361e-92,318,398,79.8994974874372,98.7593052109181
"OTU101",403,"gi|390535622|gb|JQ265909.1|","Acacia ehrenbergiana isolate b voucher MSB99862 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, region",410,5.19884e-90,307,386,79.5336787564767,95.7816377171216
"OTU101",403,"gi|694266443|gb|KF921686.1|","Chloroleucon foliolosum isolate FS10817 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",650,3.28083e-86,310,396,78.2828282828283,98.2630272952854
"OTU101",403,"gi|694266438|gb|KF921681.1|","Chloroleucon extortum isolate FS250 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",799,3.28083e-86,310,396,78.2828282828283,98.2630272952854
"OTU101",403,"gi|694266429|gb|KF921672.1|","Chloroleucon acacioides isolate FS11047 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",636,1.14512e-85,308,393,78.3715012722646,97.5186104218362
"OTU101",403,"gi|70724240|gb|DQ029260.1|","Acacia pickardii isolate S55 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",691,3.99687e-85,313,403,77.6674937965261,100
"OTU101",403,"gi|694266451|gb|KF921694.1|","Chloroleucon tortum isolate FS13592 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",623,1.39504e-84,309,396,78.030303030303,98.2630272952854
"OTU101",403,"gi|694266450|gb|KF921693.1|","Chloroleucon tortum isolate FS10819 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",652,1.39504e-84,309,396,78.030303030303,98.2630272952854
